Year,State,State Code,County,County Code,Multiple Cause of death,Multiple Cause of death Code,UCD - Drug/Alcohol Induced Cause,UCD - Drug/Alcohol Induced Cause Code,Deaths,Population,Crude Rate
2013,Colorado,8,"Jefferson County, CO",8059,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,551798,5.8
2013,Colorado,8,"Larimer County, CO",8069,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,315988,Unreliable
2013,Colorado,8,"Larimer County, CO",8069,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,315988,7.9
2013,Colorado,8,"Larimer County, CO",8069,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,12,315988,Unreliable
2013,Colorado,8,"Mesa County, CO",8077,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,147554,Unreliable
2013,Colorado,8,"Pueblo County, CO",8101,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,161451,Unreliable
2013,Colorado,8,"Weld County, CO",8123,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,269785,Unreliable
2013,Connecticut,9,"Fairfield County, CT",9001,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,939904,3.4
2013,Connecticut,9,"Fairfield County, CT",9001,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,939904,2.2
2013,Connecticut,9,"Fairfield County, CT",9001,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,939904,Unreliable
2013,Connecticut,9,"Fairfield County, CT",9001,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,939904,Unreliable
2013,Connecticut,9,"Hartford County, CT",9003,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,69,898272,7.7
2013,Connecticut,9,"Hartford County, CT",9003,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,34,898272,3.8
2013,Connecticut,9,"Hartford County, CT",9003,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,898272,Unreliable
2013,Connecticut,9,"Litchfield County, CT",9005,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,186924,Unreliable
2013,Connecticut,9,"Litchfield County, CT",9005,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,186924,Unreliable
2013,Connecticut,9,"New Haven County, CT",9009,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,57,862287,6.6
2013,Connecticut,9,"New Haven County, CT",9009,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,862287,3.7
2013,Connecticut,9,"New Haven County, CT",9009,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,28,862287,3.2
2013,Connecticut,9,"New Haven County, CT",9009,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,862287,Unreliable
2013,Connecticut,9,"New London County, CT",9011,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,274150,11.7
2013,Connecticut,9,"New London County, CT",9011,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,274150,Unreliable
2013,Delaware,10,"Kent County, DE",10001,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,169416,Unreliable
2013,Delaware,10,"New Castle County, DE",10003,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,549684,4
2013,Delaware,10,"New Castle County, DE",10003,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,549684,Unreliable
2013,Delaware,10,"New Castle County, DE",10003,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,549684,3.6
2013,District of Columbia,11,"District of Columbia, DC",11001,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,33,646449,5.1
2013,Florida,12,"Brevard County, FL",12009,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,550823,Unreliable
2013,Florida,12,"Brevard County, FL",12009,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,59,550823,10.7
2013,Florida,12,"Brevard County, FL",12009,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,12,550823,Unreliable
2013,Florida,12,"Broward County, FL",12011,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,1838844,Unreliable
2013,Florida,12,"Broward County, FL",12011,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,59,1838844,3.2
2013,Florida,12,"Broward County, FL",12011,Other opioids,T40.2,Drug poisonings (overdose) Suicide (X60-X64),D2,10,1838844,Unreliable
2013,Florida,12,"Broward County, FL",12011,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,1838844,Unreliable
2013,Florida,12,"Broward County, FL",12011,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,1838844,Unreliable
2013,Florida,12,"Broward County, FL",12011,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,81,1838844,4.4
2013,Florida,12,"Broward County, FL",12011,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,15,1838844,Unreliable
2013,Florida,12,"Citrus County, FL",12017,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,139271,Unreliable
2013,Florida,12,"Clay County, FL",12019,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,196399,Unreliable
2013,Florida,12,"Clay County, FL",12019,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,196399,Unreliable
2013,Florida,12,"Collier County, FL",12021,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,339642,Unreliable
2013,Florida,12,"Collier County, FL",12021,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,339642,7.7
2013,Florida,12,"Duval County, FL",12031,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,885855,Unreliable
2013,Florida,12,"Duval County, FL",12031,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,44,885855,5
2013,Florida,12,"Duval County, FL",12031,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,885855,2.4
2013,Florida,12,"Duval County, FL",12031,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,885855,Unreliable
2013,Florida,12,"Duval County, FL",12031,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,40,885855,4.5
2013,Florida,12,"Hernando County, FL",12053,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,174441,Unreliable
2013,Florida,12,"Hernando County, FL",12053,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,174441,13.8
2013,Florida,12,"Highlands County, FL",12055,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,97616,Unreliable
2013,Florida,12,"Hillsborough County, FL",12057,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,69,1291578,5.3
2013,Florida,12,"Hillsborough County, FL",12057,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,34,1291578,2.6
2013,Florida,12,"Hillsborough County, FL",12057,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,1291578,Unreliable
2013,Florida,12,"Hillsborough County, FL",12057,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,17,1291578,Unreliable
2013,Florida,12,"Lake County, FL",12069,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,308034,Unreliable
2013,Florida,12,"Lee County, FL",12071,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,661115,3.3
2013,Florida,12,"Manatee County, FL",12081,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,342106,Unreliable
2013,Florida,12,"Manatee County, FL",12081,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,342106,7
2013,Florida,12,"Manatee County, FL",12081,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,342106,Unreliable
2013,Florida,12,"Manatee County, FL",12081,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,342106,Unreliable
2013,Florida,12,"Manatee County, FL",12081,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,342106,6.1
2013,Florida,12,"Manatee County, FL",12081,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,18,342106,Unreliable
2013,Florida,12,"Marion County, FL",12083,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,337362,7.4
2013,Florida,12,"Martin County, FL",12085,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,151263,Unreliable
2013,Florida,12,"Miami-Dade County, FL",12086,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,2617176,1.1
2013,Florida,12,"Miami-Dade County, FL",12086,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,2617176,1
2013,Florida,12,"Miami-Dade County, FL",12086,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,2617176,Unreliable
2013,Florida,12,"Orange County, FL",12095,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,1225267,2.1
2013,Florida,12,"Orange County, FL",12095,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,34,1225267,2.8
2013,Florida,12,"Orange County, FL",12095,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,1225267,Unreliable
2013,Florida,12,"Orange County, FL",12095,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,1225267,Unreliable
2013,Florida,12,"Orange County, FL",12095,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,1225267,Unreliable
2013,Florida,12,"Osceola County, FL",12097,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,298504,Unreliable
2013,Florida,12,"Palm Beach County, FL",12099,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,1372171,Unreliable
2013,Florida,12,"Palm Beach County, FL",12099,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,41,1372171,3
2013,Florida,12,"Palm Beach County, FL",12099,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,1372171,Unreliable
2013,Florida,12,"Palm Beach County, FL",12099,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,116,1372171,8.5
2013,Florida,12,"Palm Beach County, FL",12099,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,34,1372171,2.5
2013,Florida,12,"Pasco County, FL",12101,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,475502,Unreliable
2013,Florida,12,"Pasco County, FL",12101,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,475502,Unreliable
2013,Florida,12,"Pasco County, FL",12101,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,45,475502,9.5
2013,Florida,12,"Pinellas County, FL",12103,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,929048,2.7
2013,Florida,12,"Pinellas County, FL",12103,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,929048,Unreliable
2013,Florida,12,"Pinellas County, FL",12103,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,92,929048,9.9
2013,Florida,12,"Pinellas County, FL",12103,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,13,929048,Unreliable
2013,Florida,12,"Polk County, FL",12105,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,623009,Unreliable
2013,Florida,12,"Polk County, FL",12105,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,57,623009,9.1
2013,Florida,12,"St. Lucie County, FL",12111,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,286832,7.7
2013,Florida,12,"Sarasota County, FL",12115,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,390429,Unreliable
2013,Florida,12,"Sarasota County, FL",12115,Other opioids,T40.2,Drug poisonings (overdose) Suicide (X60-X64),D2,10,390429,Unreliable
2013,Florida,12,"Sarasota County, FL",12115,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,390429,Unreliable
2013,Florida,12,"Sarasota County, FL",12115,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,390429,6.7
2013,Florida,12,"Sarasota County, FL",12115,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,17,390429,Unreliable
2013,Florida,12,"Seminole County, FL",12117,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,436041,5
2013,Florida,12,"Seminole County, FL",12117,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,436041,Unreliable
2013,Florida,12,"Volusia County, FL",12127,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,43,500800,8.6
2013,Florida,12,"Volusia County, FL",12127,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,500800,Unreliable
2013,Florida,12,"Volusia County, FL",12127,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,500800,Unreliable
2013,Florida,12,"Volusia County, FL",12127,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,18,500800,Unreliable
2013,Georgia,13,"Bibb County, GA",13021,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,154721,Unreliable
2013,Georgia,13,"Carroll County, GA",13045,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,112355,Unreliable
2013,Georgia,13,"Chatham County, GA",13051,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,278434,Unreliable
