,State,State Code,County,County Code,Year,UCD - Drug/Alcohol Induced Cause,UCD - Drug/Alcohol Induced Cause Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,Age Adjusted Rate Standard Error,% of Total Deaths
114,Arizona,4,"Pima County, AZ",4019,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,10,996554,Unreliable,0.5,1.8,0.3,Unreliable,0.5,1.9,0.3,0.00%
115,Arizona,4,"Pima County, AZ",4019,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,10,996554,Unreliable,0.5,1.8,0.3,Unreliable,0.6,2.2,0.4,0.00%
116,Arizona,4,"Pima County, AZ",4019,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,105,996554,10.5,8.5,12.6,1.0,11.2,9.0,13.4,1.1,0.10%
117,Arizona,4,"Pima County, AZ",4019,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,16,996554,Unreliable,0.9,2.6,0.4,Unreliable,1.0,2.9,0.5,0.00%
118,Arizona,4,"Pima County, AZ",4019,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,64,1004516,6.4,4.9,8.1,0.8,7.1,5.5,9.2,0.9,0.00%
119,Arizona,4,"Pima County, AZ",4019,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,60,1004516,6,4.6,7.7,0.8,6.1,4.6,7.9,0.8,0.00%
120,Arizona,4,"Pima County, AZ",4019,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,18,1004516,Unreliable,1.1,2.8,0.4,Unreliable,1.0,2.7,0.4,0.00%
121,Arizona,4,"Pima County, AZ",4019,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,10,1004516,Unreliable,0.5,1.8,0.3,Unreliable,0.6,2.1,0.4,0.00%
122,Arizona,4,"Pima County, AZ",4019,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,106,1004516,10.6,8.5,12.6,1.0,11.5,9.2,13.7,1.1,0.10%
123,Arizona,4,"Pima County, AZ",4019,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,Other opioids,T40.2,10,1004516,Unreliable,0.5,1.8,0.3,Unreliable,0.4,1.7,0.3,0.00%
124,Arizona,4,"Pima County, AZ",4019,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,19,1004516,Unreliable,1.1,3.0,0.4,Unreliable,1.0,2.8,0.4,0.00%
125,Arizona,4,"Pima County, AZ",4019,2014,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,"Other and unspecified drugs, medicaments and biological substances",T50.9,14,1004516,Unreliable,0.8,2.3,0.4,Unreliable,0.8,2.5,0.4,0.00%
126,Arizona,4,"Pima County, AZ",4019,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,62,1010025,6.1,4.7,7.9,0.8,6.6,5.1,8.6,0.9,0.00%
127,Arizona,4,"Pima County, AZ",4019,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,47,1010025,4.7,3.4,6.2,0.7,5.3,3.8,7.1,0.8,0.00%
128,Arizona,4,"Pima County, AZ",4019,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,17,1010025,Unreliable,1.0,2.7,0.4,Unreliable,1.0,2.9,0.5,0.00%
129,Arizona,4,"Pima County, AZ",4019,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,14,1010025,Unreliable,0.8,2.3,0.4,Unreliable,0.9,2.7,0.4,0.00%
130,Arizona,4,"Pima County, AZ",4019,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,112,1010025,11.1,9.0,13.1,1.0,12.2,9.8,14.5,1.2,0.10%
131,Arizona,4,"Pima County, AZ",4019,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,Other opioids,T40.2,12,1010025,Unreliable,0.6,2.1,0.3,Unreliable,0.5,1.7,0.3,0.00%
132,Arizona,4,"Pima County, AZ",4019,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,30,1010025,3,2.0,4.2,0.5,2.7,1.8,3.9,0.5,0.00%
133,Arizona,4,"Pinal County, AZ",4021,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,14,389350,Unreliable,2.0,6.0,1.0,Unreliable,2.0,6.3,1.0,0.00%
134,Arizona,4,"Pinal County, AZ",4021,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,26,389350,6.7,4.4,9.8,1.3,7.1,4.6,10.4,1.4,0.00%
135,Arizona,4,"Pinal County, AZ",4021,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,11,401918,Unreliable,1.4,4.9,0.8,Unreliable,1.4,5.1,0.9,0.00%
136,Arizona,4,"Pinal County, AZ",4021,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,12,401918,Unreliable,1.5,5.2,0.9,Unreliable,1.6,5.5,0.9,0.00%
137,Arizona,4,"Pinal County, AZ",4021,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,17,406584,Unreliable,2.4,6.7,1.0,Unreliable,2.7,7.4,1.1,0.00%
138,Arizona,4,"Pinal County, AZ",4021,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,21,406584,5.2,3.2,7.9,1.1,5.3,3.3,8.2,1.2,0.00%
139,Arizona,4,"Yavapai County, AZ",4025,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,28,215133,13,8.6,18.8,2.5,16.7,10.7,24.8,3.4,0.00%
140,Arizona,4,"Yavapai County, AZ",4025,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,215133,Unreliable,2.6,9.1,1.5,Unreliable,1.8,8.0,1.4,0.00%
141,Arizona,4,"Yavapai County, AZ",4025,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,215133,Unreliable,2.2,8.5,1.5,Unreliable,2.1,9.6,1.7,0.00%
142,Arizona,4,"Yavapai County, AZ",4025,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,22,218844,10.1,6.3,15.2,2.1,10.5,6.3,16.4,2.4,0.00%
143,Arizona,4,"Yavapai County, AZ",4025,2014,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,"Other and unspecified drugs, medicaments and biological substances",T50.9,14,218844,Unreliable,3.5,10.7,1.7,Unreliable,3.8,12.8,2.1,0.00%
144,Arizona,4,"Yavapai County, AZ",4025,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,222255,Unreliable,3.1,10.0,1.6,Unreliable,3.5,11.9,2.0,0.00%
145,Arizona,4,"Yuma County, AZ",4027,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,21,201201,10.4,6.5,16.0,2.3,11.3,6.9,17.4,2.5,0.00%
146,Arizona,4,"Yuma County, AZ",4027,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,33,203247,16.2,11.2,22.8,2.8,18.1,12.3,25.7,3.3,0.00%
147,Arizona,4,"Yuma County, AZ",4027,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,19,204275,Unreliable,5.6,14.5,2.1,Unreliable,5.7,15.3,2.3,0.00%
148,Arkansas,5,"Benton County, AR",5007,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,12,242321,Unreliable,2.6,8.7,1.4,Unreliable,2.6,8.7,1.4,0.00%
149,Arkansas,5,"Benton County, AR",5007,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,16,242321,Unreliable,3.8,10.7,1.7,Unreliable,3.7,10.6,1.6,0.00%
150,Arkansas,5,"Benton County, AR",5007,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,18,249672,Unreliable,4.3,11.4,1.7,Unreliable,4.4,11.8,1.8,0.00%
151,Arkansas,5,"Garland County, AR",5051,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,97322,Unreliable,7.1,22.8,3.7,Unreliable,8.6,27.5,4.5,0.00%
152,Arkansas,5,"Garland County, AR",5051,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,97177,Unreliable,7.1,22.9,3.7,Unreliable,7.4,25.0,4.1,0.00%
153,Arkansas,5,"Pulaski County, AR",5119,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,17,391284,Unreliable,2.5,7.0,1.1,Unreliable,2.4,6.7,1.0,0.00%
154,Arkansas,5,"Pulaski County, AR",5119,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,22,391284,5.6,3.5,8.5,1.2,5.3,3.3,8.1,1.2,0.00%
155,Arkansas,5,"Pulaski County, AR",5119,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,16,392702,Unreliable,2.3,6.6,1.0,Unreliable,2.3,6.7,1.0,0.00%
156,Arkansas,5,"Pulaski County, AR",5119,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,21,392702,5.3,3.3,8.2,1.2,5.2,3.2,8.1,1.2,0.00%
157,Arkansas,5,"Pulaski County, AR",5119,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,12,392664,Unreliable,1.6,5.3,0.9,Unreliable,1.7,5.6,0.9,0.00%
158,Arkansas,5,"Pulaski County, AR",5119,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,19,392664,Unreliable,2.9,7.6,1.1,Unreliable,3.1,8.1,1.2,0.00%
159,Arkansas,5,"Sebastian County, AR",5131,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,127780,Unreliable,4.3,15.4,2.6,Unreliable,3.7,14.2,2.4,0.00%
160,Arkansas,5,"Washington County, AR",5143,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,220792,Unreliable,2.5,8.9,1.5,Unreliable,2.4,8.7,1.5,0.00%
161,California,6,"Alameda County, CA",6001,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,19,1578891,Unreliable,0.7,1.9,0.3,Unreliable,0.7,1.7,0.3,0.00%
162,California,6,"Alameda County, CA",6001,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,96,1578891,6.1,4.9,7.4,0.6,5.6,4.5,6.9,0.6,0.10%
163,California,6,"Alameda County, CA",6001,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,15,1578891,Unreliable,0.5,1.6,0.2,Unreliable,0.5,1.6,0.2,0.00%
164,California,6,"Alameda County, CA",6001,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,25,1610921,1.6,1.0,2.3,0.3,1.4,0.9,2.1,0.3,0.00%
165,California,6,"Alameda County, CA",6001,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,10,1610921,Unreliable,0.3,1.1,0.2,Unreliable,0.3,1.1,0.2,0.00%
166,California,6,"Alameda County, CA",6001,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,10,1610921,Unreliable,0.3,1.1,0.2,Unreliable,0.3,1.0,0.2,0.00%
167,California,6,"Alameda County, CA",6001,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,77,1610921,4.8,3.8,6.0,0.5,4.4,3.5,5.5,0.5,0.00%
168,California,6,"Alameda County, CA",6001,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,1610921,Unreliable,0.4,1.4,0.2,Unreliable,0.4,1.3,0.2,0.00%
169,California,6,"Alameda County, CA",6001,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,12,1638215,Unreliable,0.4,1.3,0.2,Unreliable,0.4,1.2,0.2,0.00%
170,California,6,"Alameda County, CA",6001,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,27,1638215,1.6,1.1,2.4,0.3,1.5,1.0,2.2,0.3,0.00%
171,California,6,"Alameda County, CA",6001,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,19,1638215,Unreliable,0.7,1.8,0.3,Unreliable,0.6,1.7,0.2,0.00%
172,California,6,"Alameda County, CA",6001,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,10,1638215,Unreliable,0.3,1.1,0.2,Unreliable,0.3,1.1,0.2,0.00%
173,California,6,"Alameda County, CA",6001,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,89,1638215,5.4,4.4,6.7,0.6,5.1,4.1,6.2,0.5,0.10%
174,California,6,"Alameda County, CA",6001,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,12,1638215,Unreliable,0.4,1.3,0.2,Unreliable,0.4,1.2,0.2,0.00%
175,California,6,"Butte County, CA",6007,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,40,222090,18,12.9,24.5,2.8,18.4,13.0,25.4,3.0,0.00%
176,California,6,"Butte County, CA",6007,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,45,224241,20.1,14.6,26.9,3.0,17.1,12.2,23.4,2.7,0.00%
177,California,6,"Butte County, CA",6007,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,12,225411,Unreliable,2.8,9.3,1.5,Unreliable,2.2,7.8,1.3,0.00%
178,California,6,"Butte County, CA",6007,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,31,225411,13.8,9.3,19.5,2.5,12.2,8.1,17.6,2.3,0.00%
179,California,6,"Contra Costa County, CA",6013,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,15,1094205,Unreliable,0.8,2.3,0.4,Unreliable,0.7,2.1,0.3,0.00%
180,California,6,"Contra Costa County, CA",6013,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,14,1094205,Unreliable,0.7,2.1,0.3,Unreliable,0.7,2.1,0.3,0.00%
181,California,6,"Contra Costa County, CA",6013,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,45,1094205,4.1,3.0,5.5,0.6,3.9,2.8,5.2,0.6,0.00%
182,California,6,"Contra Costa County, CA",6013,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,10,1111339,Unreliable,0.4,1.7,0.3,Unreliable,0.5,1.7,0.3,0.00%
183,California,6,"Contra Costa County, CA",6013,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,15,1111339,Unreliable,0.8,2.2,0.3,Unreliable,0.7,2.1,0.3,0.00%
184,California,6,"Contra Costa County, CA",6013,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,22,1111339,2,1.2,3.0,0.4,1.9,1.2,2.9,0.4,0.00%
185,California,6,"Contra Costa County, CA",6013,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,42,1111339,3.8,2.7,5.1,0.6,3.6,2.5,4.8,0.6,0.00%
186,California,6,"Contra Costa County, CA",6013,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,13,1126745,Unreliable,0.6,2.0,0.3,Unreliable,0.6,2.0,0.3,0.00%
187,California,6,"Contra Costa County, CA",6013,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,24,1126745,2.1,1.4,3.2,0.4,2.1,1.3,3.1,0.4,0.00%
188,California,6,"Contra Costa County, CA",6013,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,35,1126745,3.1,2.2,4.3,0.5,2.9,2.0,4.0,0.5,0.00%
189,California,6,"El Dorado County, CA",6017,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,29,181737,16,10.7,22.9,3.0,14,9.1,20.7,2.8,0.00%
190,California,6,"El Dorado County, CA",6017,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,34,183087,18.6,12.9,26.0,3.2,16.2,10.8,23.3,3.0,0.00%
191,California,6,"El Dorado County, CA",6017,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,27,184452,14.6,9.6,21.3,2.8,14.9,9.5,22.2,3.1,0.00%
192,California,6,"Fresno County, CA",6019,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,29,955272,3,2.0,4.4,0.6,3.1,2.0,4.4,0.6,0.00%
193,California,6,"Fresno County, CA",6019,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,10,955272,Unreliable,0.5,1.9,0.3,Unreliable,0.5,2.0,0.3,0.00%
194,California,6,"Fresno County, CA",6019,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,49,965974,5.1,3.8,6.7,0.7,5.3,3.9,7.0,0.8,0.00%
195,California,6,"Fresno County, CA",6019,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,17,965974,Unreliable,1.0,2.8,0.4,Unreliable,1.1,3.1,0.5,0.00%
196,California,6,"Fresno County, CA",6019,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,40,974861,4.1,2.9,5.6,0.6,4.3,3.1,5.9,0.7,0.00%
197,California,6,"Fresno County, CA",6019,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,10,974861,Unreliable,0.5,1.9,0.3,Unreliable,0.6,2.1,0.4,0.00%
198,California,6,"Humboldt County, CA",6023,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,12,134493,Unreliable,4.6,15.6,2.6,Unreliable,3.5,12.7,2.2,0.00%
199,California,6,"Humboldt County, CA",6023,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,14,134493,Unreliable,5.7,17.5,2.8,Unreliable,4.6,14.6,2.4,0.00%
200,California,6,"Humboldt County, CA",6023,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,13,134809,Unreliable,5.1,16.5,2.7,Unreliable,4.8,16.1,2.6,0.00%
201,California,6,"Humboldt County, CA",6023,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,12,134809,Unreliable,4.6,15.5,2.6,Unreliable,4.5,16.3,2.7,0.00%
202,California,6,"Humboldt County, CA",6023,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,15,135727,Unreliable,6.2,18.2,2.9,Unreliable,5.4,16.5,2.7,0.00%
203,California,6,"Humboldt County, CA",6023,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,135727,Unreliable,5.1,16.4,2.7,Unreliable,4.6,15.6,2.6,0.00%
204,California,6,"Imperial County, CA",6025,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,176584,Unreliable,3.1,11.1,1.9,Unreliable,3.3,11.7,2.0,0.00%
205,California,6,"Imperial County, CA",6025,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,14,179091,Unreliable,4.3,13.1,2.1,Unreliable,4.6,14.1,2.3,0.00%
206,California,6,"Imperial County, CA",6025,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,16,180191,Unreliable,5.1,14.4,2.2,Unreliable,5.8,16.5,2.6,0.00%
207,California,6,"Kern County, CA",6029,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,10,864124,Unreliable,0.6,2.1,0.4,Unreliable,0.6,2.1,0.4,0.00%
208,California,6,"Kern County, CA",6029,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,16,864124,Unreliable,1.1,3.0,0.5,Unreliable,1.1,3.3,0.5,0.00%
209,California,6,"Kern County, CA",6029,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,11,864124,Unreliable,0.6,2.3,0.4,Unreliable,0.7,2.4,0.4,0.00%
210,California,6,"Kern County, CA",6029,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,108,864124,12.5,10.1,14.9,1.2,12.8,10.4,15.3,1.2,0.10%
211,California,6,"Kern County, CA",6029,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,864124,Unreliable,0.6,2.3,0.4,Unreliable,0.6,2.3,0.4,0.00%
212,California,6,"Kern County, CA",6029,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,24,874589,2.7,1.8,4.1,0.6,2.8,1.8,4.1,0.6,0.00%
213,California,6,"Kern County, CA",6029,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,28,874589,3.2,2.1,4.6,0.6,3.3,2.2,4.8,0.6,0.00%
214,California,6,"Kern County, CA",6029,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,119,874589,13.6,11.2,16.1,1.2,14.1,11.5,16.7,1.3,0.10%
215,California,6,"Kern County, CA",6029,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,14,874589,Unreliable,0.9,2.7,0.4,Unreliable,0.9,2.8,0.4,0.00%
