State,State Code,County,County Code,Year,UCD - Drug/Alcohol Induced Cause,UCD - Drug/Alcohol Induced Cause Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,Age Adjusted Rate Standard Error,% of Total Deaths
Arkansas,5,"Saline County, AR",5125,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,16,119323,Unreliable,7.7,21.8,3.4,Unreliable,7.7,22.7,3.5,0.00%
Arkansas,5,"Sebastian County, AR",5131,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,127793,Unreliable,5.4,17.4,2.8,Unreliable,5.3,18.1,2.9,0.00%
California,6,"Alameda County, CA",6001,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,23,1647704,1.4,0.9,2.1,0.3,1.2,0.8,1.9,0.3,0.00%
California,6,"Alameda County, CA",6001,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,10,1647704,Unreliable,0.3,1.1,0.2,Unreliable,0.3,1.1,0.2,0.00%
California,6,"Alameda County, CA",6001,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,75,1647704,4.6,3.6,5.7,0.5,4.2,3.3,5.2,0.5,0.00%
California,6,"Alameda County, CA",6001,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,1647704,Unreliable,0.4,1.3,0.2,Unreliable,0.4,1.2,0.2,0.00%
California,6,"Alameda County, CA",6001,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,10,1663190,Unreliable,0.3,1.1,0.2,Unreliable,0.3,1,0.2,0.00%
California,6,"Alameda County, CA",6001,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,66,1663190,4,3.1,5,0.5,3.7,2.9,4.8,0.5,0.00%
California,6,"Butte County, CA",6007,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,36,226864,15.9,11.1,22,2.6,14.5,9.9,20.4,2.6,0.00%
California,6,"Butte County, CA",6007,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,16,229294,Unreliable,4,11.3,1.7,Unreliable,3.6,10.9,1.7,0.00%
California,6,"Contra Costa County, CA",6013,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,13,1135127,Unreliable,0.6,2,0.3,Unreliable,0.6,1.9,0.3,0.00%
California,6,"Contra Costa County, CA",6013,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,16,1135127,Unreliable,0.8,2.3,0.4,Unreliable,0.7,2.1,0.3,0.00%
California,6,"Contra Costa County, CA",6013,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,13,1135127,Unreliable,0.6,2,0.3,Unreliable,0.5,1.8,0.3,0.00%
California,6,"Contra Costa County, CA",6013,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,50,1135127,4.4,3.3,5.8,0.6,4.2,3.1,5.6,0.6,0.00%
California,6,"Contra Costa County, CA",6013,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,16,1147439,Unreliable,0.8,2.3,0.3,Unreliable,0.8,2.3,0.4,0.00%
California,6,"Contra Costa County, CA",6013,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,19,1147439,Unreliable,1,2.6,0.4,Unreliable,0.9,2.4,0.4,0.00%
California,6,"Contra Costa County, CA",6013,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,15,1147439,Unreliable,0.7,2.2,0.3,Unreliable,0.7,2.2,0.3,0.00%
California,6,"Contra Costa County, CA",6013,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,34,1147439,3,2.1,4.1,0.5,2.9,2,4,0.5,0.00%
California,6,"El Dorado County, CA",6017,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,27,185625,14.5,9.6,21.2,2.8,15.3,9.8,22.7,3.1,0.00%
California,6,"El Dorado County, CA",6017,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,23,188987,12.2,7.7,18.3,2.5,10.1,6.1,15.7,2.3,0.00%
California,6,"Fresno County, CA",6019,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,40,979915,4.1,2.9,5.6,0.6,4.1,2.9,5.6,0.7,0.00%
California,6,"Fresno County, CA",6019,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,25,989255,2.5,1.6,3.7,0.5,2.5,1.6,3.7,0.5,0.00%
California,6,"Humboldt County, CA",6023,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,20,136646,14.6,8.9,22.6,3.3,12.9,7.6,20.3,3,0.00%
California,6,"Humboldt County, CA",6023,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,19,136646,Unreliable,8.4,21.7,3.2,Unreliable,8.3,22.2,3.3,0.00%
California,6,"Humboldt County, CA",6023,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,18,136754,Unreliable,7.8,20.8,3.1,Unreliable,7.9,21.7,3.3,0.00%
California,6,"Humboldt County, CA",6023,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,23,136754,16.8,10.7,25.2,3.5,16.9,10.6,25.5,3.6,0.00%
California,6,"Imperial County, CA",6025,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,14,180883,Unreliable,4.2,13,2.1,Unreliable,4.5,14.3,2.3,0.00%
California,6,"Kern County, CA",6029,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,15,884788,Unreliable,0.9,2.8,0.4,Unreliable,0.9,2.7,0.4,0.00%
California,6,"Kern County, CA",6029,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,29,884788,3.3,2.2,4.7,0.6,3.3,2.2,4.8,0.6,0.00%
California,6,"Kern County, CA",6029,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,54,884788,6.1,4.6,8,0.8,6.4,4.8,8.4,0.9,0.00%
California,6,"Kern County, CA",6029,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,29,893119,3.2,2.2,4.7,0.6,3.2,2.1,4.6,0.6,0.00%
California,6,"Kern County, CA",6029,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,25,893119,2.8,1.8,4.1,0.6,2.9,1.8,4.3,0.6,0.00%
California,6,"Kern County, CA",6029,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,16,893119,Unreliable,1,2.9,0.4,Unreliable,1,2.8,0.4,0.00%
California,6,"Kern County, CA",6029,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,12,893119,Unreliable,0.7,2.3,0.4,Unreliable,0.8,2.6,0.4,0.00%
California,6,"Kern County, CA",6029,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,37,893119,4.1,2.9,5.7,0.7,4.1,2.9,5.7,0.7,0.00%
California,6,"Lake County, CA",6033,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,64116,Unreliable,10.8,34.7,5.6,Unreliable,8,30.8,5.2,0.00%
California,6,"Lake County, CA",6033,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,12,64246,Unreliable,9.7,32.6,5.4,Unreliable,7,27,4.7,0.00%
California,6,"Los Angeles County, CA",6037,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,130,10137915,1.3,1.1,1.5,0.1,1.2,1,1.4,0.1,0.10%
California,6,"Los Angeles County, CA",6037,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,151,10137915,1.5,1.3,1.7,0.1,1.4,1.2,1.6,0.1,0.10%
California,6,"Los Angeles County, CA",6037,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,30,10137915,0.3,0.2,0.4,0.1,0.3,0.2,0.4,0,0.00%
California,6,"Los Angeles County, CA",6037,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,70,10137915,0.7,0.5,0.9,0.1,0.7,0.5,0.9,0.1,0.00%
California,6,"Los Angeles County, CA",6037,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,25,10137915,0.2,0.2,0.4,0,0.2,0.1,0.3,0,0.00%
California,6,"Los Angeles County, CA",6037,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,446,10137915,4.4,4,4.8,0.2,4.2,3.8,4.6,0.2,0.20%
California,6,"Los Angeles County, CA",6037,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,Other opioids,T40.2,23,10137915,0.2,0.1,0.3,0,0.2,0.1,0.3,0,0.00%
California,6,"Los Angeles County, CA",6037,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,54,10137915,0.5,0.4,0.7,0.1,0.5,0.4,0.6,0.1,0.00%
California,6,"Los Angeles County, CA",6037,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,174,10163507,1.7,1.5,2,0.1,1.6,1.4,1.8,0.1,0.10%
California,6,"Los Angeles County, CA",6037,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,177,10163507,1.7,1.5,2,0.1,1.6,1.4,1.9,0.1,0.10%
California,6,"Los Angeles County, CA",6037,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,41,10163507,0.4,0.3,0.5,0.1,0.3,0.2,0.5,0.1,0.00%
California,6,"Los Angeles County, CA",6037,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,125,10163507,1.2,1,1.4,0.1,1.2,1,1.4,0.1,0.10%
California,6,"Los Angeles County, CA",6037,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,22,10163507,0.2,0.1,0.3,0,0.2,0.1,0.3,0,0.00%
California,6,"Los Angeles County, CA",6037,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,499,10163507,4.9,4.5,5.3,0.2,4.7,4.3,5.1,0.2,0.30%
California,6,"Los Angeles County, CA",6037,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,Other opioids,T40.2,22,10163507,0.2,0.1,0.3,0,0.2,0.1,0.3,0,0.00%
California,6,"Los Angeles County, CA",6037,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,60,10163507,0.6,0.5,0.8,0.1,0.6,0.4,0.7,0.1,0.00%
California,6,"Marin County, CA",6041,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,15,260651,Unreliable,3.2,9.5,1.5,Unreliable,3.1,9.8,1.6,0.00%
California,6,"Marin County, CA",6041,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,20,260955,7.7,4.7,11.8,1.7,7.7,4.5,12.4,1.9,0.00%
California,6,"Mendocino County, CA",6045,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,24,87628,27.4,17.5,40.8,5.6,23.5,14.3,36.3,5.2,0.00%
California,6,"Mendocino County, CA",6045,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,20,88018,22.7,13.9,35.1,5.1,23.3,14,36.4,5.4,0.00%
California,6,"Merced County, CA",6047,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,14,268672,Unreliable,2.8,8.7,1.4,Unreliable,3.1,9.6,1.5,0.00%
California,6,"Merced County, CA",6047,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,17,268672,Unreliable,3.7,10.1,1.5,Unreliable,4,11.1,1.7,0.00%
California,6,"Merced County, CA",6047,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,10,272673,Unreliable,1.8,6.7,1.2,Unreliable,1.6,6.3,1.1,0.00%
California,6,"Monterey County, CA",6053,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,27,435232,6.2,4.1,9,1.2,6,3.9,8.8,1.2,0.00%
California,6,"Monterey County, CA",6053,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,20,437907,4.6,2.8,7.1,1,4.3,2.6,6.7,1,0.00%
California,6,"Nevada County, CA",6057,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,99814,Unreliable,4.8,18.4,3.2,Unreliable,4.1,18.7,3.4,0.00%
California,6,"Orange County, CA",6059,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,78,3172532,2.5,1.9,3.1,0.3,2.4,1.9,3,0.3,0.00%
California,6,"Orange County, CA",6059,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,133,3172532,4.2,3.5,4.9,0.4,3.9,3.2,4.6,0.3,0.10%
California,6,"Orange County, CA",6059,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,32,3172532,1,0.7,1.4,0.2,0.9,0.6,1.3,0.2,0.00%
California,6,"Orange County, CA",6059,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,42,3172532,1.3,1,1.8,0.2,1.3,0.9,1.8,0.2,0.00%
California,6,"Orange County, CA",6059,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,115,3172532,3.6,3,4.3,0.3,3.5,2.8,4.1,0.3,0.10%
California,6,"Orange County, CA",6059,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,Other opioids,T40.2,28,3172532,0.9,0.6,1.3,0.2,0.8,0.5,1.1,0.1,0.00%
California,6,"Orange County, CA",6059,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,20,3172532,0.6,0.4,1,0.1,0.6,0.4,0.9,0.1,0.00%
California,6,"Orange County, CA",6059,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,83,3190400,2.6,2.1,3.2,0.3,2.5,2,3.1,0.3,0.00%
California,6,"Orange County, CA",6059,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,115,3190400,3.6,2.9,4.3,0.3,3.3,2.7,3.9,0.3,0.10%
California,6,"Orange County, CA",6059,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,18,3190400,Unreliable,0.3,0.9,0.1,Unreliable,0.3,0.9,0.1,0.00%
California,6,"Orange County, CA",6059,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,59,3190400,1.8,1.4,2.4,0.2,1.8,1.3,2.3,0.2,0.00%
California,6,"Orange County, CA",6059,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,116,3190400,3.6,3,4.3,0.3,3.4,2.8,4.1,0.3,0.10%
California,6,"Orange County, CA",6059,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,Other opioids,T40.2,17,3190400,Unreliable,0.3,0.9,0.1,Unreliable,0.3,0.8,0.1,0.00%
California,6,"Placer County, CA",6061,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,380531,Unreliable,1.8,5.8,0.9,Unreliable,1.5,4.9,0.8,0.00%
California,6,"Riverside County, CA",6065,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,46,2387741,1.9,1.4,2.6,0.3,1.9,1.4,2.6,0.3,0.00%
California,6,"Riverside County, CA",6065,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,28,2387741,1.2,0.8,1.7,0.2,1.1,0.7,1.6,0.2,0.00%
California,6,"Riverside County, CA",6065,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,253,2387741,10.6,9.3,11.9,0.7,10.3,9,11.6,0.7,0.10%
California,6,"Riverside County, CA",6065,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,Other opioids,T40.2,11,2387741,Unreliable,0.2,0.8,0.1,Unreliable,0.2,0.7,0.1,0.00%
California,6,"Riverside County, CA",6065,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,43,2387741,1.8,1.3,2.4,0.3,1.7,1.2,2.3,0.3,0.00%
California,6,"Riverside County, CA",6065,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,58,2423266,2.4,1.8,3.1,0.3,2.4,1.8,3.1,0.3,0.00%
California,6,"Riverside County, CA",6065,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,30,2423266,1.2,0.8,1.8,0.2,1.2,0.8,1.7,0.2,0.00%
California,6,"Riverside County, CA",6065,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,30,2423266,1.2,0.8,1.8,0.2,1.3,0.8,1.8,0.2,0.00%
California,6,"Riverside County, CA",6065,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,11,2423266,Unreliable,0.2,0.8,0.1,Unreliable,0.2,0.8,0.1,0.00%
California,6,"Riverside County, CA",6065,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,326,2423266,13.5,12,14.9,0.7,13.1,11.7,14.5,0.7,0.20%
California,6,"Riverside County, CA",6065,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,41,2423266,1.7,1.2,2.3,0.3,1.6,1.2,2.2,0.3,0.00%
California,6,"Sacramento County, CA",6067,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,10,1514460,Unreliable,0.3,1.2,0.2,Unreliable,0.3,1.3,0.2,0.00%
California,6,"Sacramento County, CA",6067,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,12,1514460,Unreliable,0.4,1.4,0.2,Unreliable,0.4,1.2,0.2,0.00%
California,6,"Sacramento County, CA",6067,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,97,1514460,6.4,5.2,7.8,0.7,5.9,4.8,7.3,0.6,0.10%
California,6,"Sacramento County, CA",6067,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,21,1514460,1.4,0.9,2.1,0.3,1.3,0.8,2,0.3,0.00%
California,6,"Sacramento County, CA",6067,2016,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Other synthetic narcotics,T40.4,10,1514460,Unreliable,0.3,1.2,0.2,Unreliable,0.3,1.2,0.2,0.00%
California,6,"Sacramento County, CA",6067,2016,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,"Other and unspecified drugs, medicaments and biological substances",T50.9,16,1514460,Unreliable,0.6,1.7,0.3,Unreliable,0.6,1.7,0.3,0.00%
California,6,"Sacramento County, CA",6067,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,20,1530615,1.3,0.8,2,0.3,1.3,0.8,2,0.3,0.00%
California,6,"Sacramento County, CA",6067,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,23,1530615,1.5,1,2.3,0.3,1.4,0.9,2.2,0.3,0.00%
California,6,"Sacramento County, CA",6067,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,10,1530615,Unreliable,0.3,1.2,0.2,Unreliable,0.3,1.1,0.2,0.00%
California,6,"Sacramento County, CA",6067,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,65,1530615,4.2,3.3,5.4,0.5,4,3,5.1,0.5,0.00%
California,6,"Sacramento County, CA",6067,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,17,1530615,Unreliable,0.6,1.8,0.3,Unreliable,0.6,1.5,0.2,0.00%
California,6,"San Bernardino County, CA",6071,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,11,2140096,Unreliable,0.3,0.9,0.2,Unreliable,0.3,0.9,0.2,0.00%
California,6,"San Bernardino County, CA",6071,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,37,2140096,1.7,1.2,2.4,0.3,1.7,1.2,2.3,0.3,0.00%
California,6,"San Bernardino County, CA",6071,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,16,2140096,Unreliable,0.4,1.2,0.2,Unreliable,0.5,1.4,0.2,0.00%
California,6,"San Bernardino County, CA",6071,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,23,2157404,1.1,0.7,1.6,0.2,1.1,0.7,1.6,0.2,0.00%
California,6,"San Bernardino County, CA",6071,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,12,2157404,Unreliable,0.3,1,0.2,Unreliable,0.3,1,0.2,0.00%
California,6,"San Bernardino County, CA",6071,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,13,2157404,Unreliable,0.3,1,0.2,Unreliable,0.3,1,0.2,0.00%
California,6,"San Bernardino County, CA",6071,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,76,2157404,3.5,2.8,4.4,0.4,3.5,2.8,4.4,0.4,0.00%
California,6,"San Bernardino County, CA",6071,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,22,2157404,1,0.6,1.5,0.2,1,0.6,1.5,0.2,0.00%
